phase,epoch,dataset,loss_total,loss_wss,loss_physics,loss_bc_noslip,loss_pressure,wss_relative_l2,wss_correlation,wss_mae,wss_rmse,residual_momentum_x,residual_momentum_y,residual_momentum_z,residual_continuity
systolic,8899,train,231.431396484375,181.28077697753906,2.6911141872406006,0.0007962206145748496,0.21948516368865967,0.32298460602760315,0.9457194805145264,3.7756385803222656,7.773475646972656,0.2805728614330292,0.3078673183917999,0.2767286002635956,0.9562227129936218
diastolic,8899,train,73.4781723022461,45.54380416870117,1.6028077602386475,0.0003843324666377157,0.187931627035141,0.44996243715286255,0.8935462832450867,2.8238039016723633,3.896315097808838,0.28006014227867126,0.2876644432544708,0.24953940510749817,0.647942066192627
