phase,epoch,dataset,loss_total,loss_wss,loss_physics,loss_bc_noslip,loss_pressure,loss_inlet,loss_outlet,wss_relative_l2,wss_correlation,wss_r2,wss_mae,wss_rmse,pressure_mae_pa,pressure_rmse_pa,pressure_r2,pressure_rel_error_pct,residual_momentum_x,residual_momentum_y,residual_momentum_z,residual_continuity
systolic,10000,train,0.7227950096130371,0.536976158618927,0.028388220816850662,1.2774239778518677,0.007188721559941769,0.004621446132659912,2.0481355022639036e-05,0.3136434853076935,0.9487364292144775,0.8999189138412476,0.14729440212249756,0.42307451367378235,6.149172306060791,8.296222686767578,0.8985167741775513,4.360872879624367,0.06665492430329323,0.06191345676779747,0.06303591094911098,0.04369325190782547
diastolic,10000,train,0.2209104597568512,0.05879795178771019,0.006236504763364792,0.3176664710044861,0.0019126853439956903,0.0005916186491958797,2.0966911051800707e-06,0.32401034235954285,0.9350143671035767,0.8733678460121155,0.07983360439538956,0.13999757170677185,3.352091073989868,4.279335975646973,0.7619057893753052,45.493149757385254,0.029277659952640533,0.02896299958229065,0.02936993632465601,0.01705156732350588
