phase,epoch,dataset,loss_total,loss_wss,loss_physics,loss_bc_noslip,loss_pressure,loss_inlet,loss_outlet,wss_relative_l2,wss_correlation,wss_mae,wss_rmse,residual_momentum_x,residual_momentum_y,residual_momentum_z,residual_continuity
systolic,10000,train,1.9221553802490234,0.9758037328720093,0.34316033124923706,0.30169665813446045,0.009146574884653091,0.0019747803453356028,7.543561423517531e-06,0.4155859351158142,0.9098065495491028,0.20095115900039673,0.5703226923942566,0.1871752291917801,0.19207683950662613,0.17664290219545364,0.21236919611692429
diastolic,10000,train,0.9340413808822632,0.10961983352899551,0.06772243231534958,0.04525204002857208,0.0017524174181744456,0.0002478653914295137,7.535335839747859e-07,0.4810325503349304,0.8785355091094971,0.07451357692480087,0.19115424156188965,0.0868779644370079,0.07945887371897697,0.07796499878168106,0.06918121129274368
