phase,epoch,dataset,loss_total,loss_wss,loss_physics,loss_bc_noslip,loss_pressure,loss_inlet,loss_outlet,wss_relative_l2,wss_correlation,wss_mae,wss_rmse,residual_momentum_x,residual_momentum_y,residual_momentum_z,residual_continuity
systolic,9598,train,1.7852792739868164,0.5903291702270508,0.059520188719034195,0.5248430967330933,0.0025867843069136143,0.0011011073365807533,1.2698243381237262e-06,0.34084761142730713,0.9388166666030884,0.19608202576637268,0.4435948431491852,0.09340088814496994,0.09280112385749817,0.09341393038630486,0.06471196562051773
diastolic,9598,train,1.2471835613250732,0.11031679809093475,0.019426535815000534,0.16003890335559845,0.0008735051960684359,0.00019046553643420339,7.240887498483062e-07,0.34333252906799316,0.9314537048339844,0.11050354689359665,0.19176097214221954,0.05457356199622154,0.05253759026527405,0.051775913685560226,0.03293974883854389
