epoch,total,wss,physics,bc_noslip,pressure,inlet,outlet,res_mom_x,res_mom_y,res_mom_z,res_cont,nut_mean,nut_max,mu_ratio_mean,mu_ratio_max,lr,grad_norm_wss,aw_wss,grad_norm_physics,aw_physics,grad_norm_bc_noslip,aw_bc_noslip,grad_norm_pressure,aw_pressure,grad_norm_inlet,aw_inlet,grad_norm_outlet,aw_outlet
1,21699328.5,68.96304321289062,2168762592.0,543.3494262695312,159.905029296875,257.2775421142578,202.83618927001953,14080.276000976562,10782.070678710938,10582.42724609375,163.1526336669922,1.9753674268722534,21.269481658935547,1.017846018075943,1.0654520392417908,9.999999755727293e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2,587791.640625,63.25563621520996,57899173.0,475.6362609863281,100.43134689331055,236.6902847290039,60.89272689819336,2649.5746459960938,2242.7551879882812,2080.852325439453,155.0470314025879,0.15804896503686905,7.774351119995117,1.0185873806476593,1.0710004568099976,9.999999022909196e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,123989.55078125,57.18888282775879,11720764.0,378.05853271484375,70.50336456298828,205.7980728149414,18.09029531478882,1576.8807373046875,1340.3845825195312,1302.5404357910156,146.63679122924805,0.004249928751960397,1.085131585597992,1.0194904804229736,1.0761948227882385,9.999997801545782e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4,73052.78125,51.200510025024414,6799052.0,276.2233428955078,56.63966369628906,163.9012794494629,4.317819356918335,1226.3670043945312,997.1957702636719,986.7395172119141,137.61870956420898,0.0011058970994781703,0.02308780699968338,1.0206130146980286,1.094348967075348,9.999996091637173e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,45690.220703125,45.77998161315918,4180305.75,207.94803619384766,45.50693893432617,121.3106689453125,9.34915041923523,978.12158203125,759.0661163330078,759.4319458007812,128.79111099243164,0.0010115019395016134,0.004613993689417839,1.0218586325645447,1.08365136384964,9.999993893183533e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6,31309.4140625,40.88532638549805,2834537.5,167.09117889404297,36.244876861572266,85.4004135131836,3.555025100708008,810.2218322753906,597.1449127197266,612.8717041015625,120.20195198059082,0.0010078723425976932,0.015037245582789183,1.023181438446045,1.1152641773223877,9.999991206185084e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7,22016.8427734375,36.62191200256348,1972259.0,136.93649291992188,28.911191940307617,58.52959442138672,1.3618659377098083,677.5626831054688,488.1255111694336,508.2806091308594,112.26216506958008,0.00110869892523624,0.5583354830741882,1.0244751870632172,1.1006925702095032,9.999988030642087e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8,16063.3115234375,33.03173637390137,1422497.875,114.0191421508789,24.384780883789062,40.19631004333496,1.9058248698711395,576.9709777832031,414.49888610839844,431.8358154296875,105.18544387817383,0.001283201010664925,1.4524005986750126,1.0257147550582886,1.0975492596626282,9.99998436655486e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9,11991.24755859375,30.10102939605713,1051258.5,96.61133193969727,20.824009895324707,26.87152338027954,0.5253128707408905,499.1564407348633,356.7550735473633,373.22503662109375,99.2286548614502,0.0012660041684284806,1.2550212815403938,1.0269140303134918,1.0842931866645813,9.99998021392376e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10,8910.0322265625,27.689167976379395,772716.875,80.91983032226562,18.009407997131348,15.690308094024658,0.8739183843135834,429.70245361328125,305.001708984375,316.89917755126953,94.0181827545166,0.001111832505557686,0.38166070729494095,1.0281071960926056,1.1002383828163147,9.999975572749201e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
11,6677.14501953125,25.61094856262207,572709.28125,68.31081008911133,14.936686515808105,8.961432456970215,0.21128903329372406,369.5574188232422,261.8982276916504,270.5211753845215,89.09039306640625,0.001061122544342652,0.16135938465595245,1.0293263494968414,1.0967920422554016,9.999970443031635e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
12,5123.345703125,23.736478805541992,429169.25,58.822669982910156,12.523383140563965,8.507001161575317,0.9146380126476288,317.98622131347656,225.06362533569336,231.93486404418945,84.22966766357422,0.0010589681623969227,0.15454737935215235,1.0306055843830109,1.115467369556427,9.999964824771575e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
13,3984.5970458984375,22.057379722595215,323846.78125,50.799142837524414,11.031524181365967,9.753772735595703,0.7988125085830688,274.6172180175781,194.2132225036621,200.95053482055664,79.47620010375977,0.0010669424082152545,0.061458852142095566,1.0319017469882965,1.1309411525726318,9.999958717969574e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
