phase,epoch,dataset,loss_total,loss_wss,loss_physics,loss_bc_noslip,loss_pressure,loss_inlet,loss_outlet,wss_relative_l2,wss_correlation,wss_r2,wss_mae,wss_rmse,pressure_mae_pa,pressure_rmse_pa,pressure_r2,pressure_rel_error_pct,residual_momentum_x,residual_momentum_y,residual_momentum_z,residual_continuity
systolic,10000,train,0.972274124622345,0.4876560866832733,0.04230014234781265,1.1646177768707275,0.010408204048871994,0.0028915908187627792,2.6505520054342924e-06,0.30044275522232056,0.9532192349433899,0.9083272814750671,0.1595698446035385,0.403177410364151,7.252352237701416,10.056811332702637,0.85698002576828,5.207671597599983,0.08143340796232224,0.07804740965366364,0.08028396964073181,0.05460444651544094
diastolic,10000,train,0.5150352120399475,0.06323997676372528,0.00840236060321331,0.2502387762069702,0.002274577971547842,0.00023823227093089372,1.0397105825177277e-06,0.33105626702308655,0.9338269829750061,0.8713322877883911,0.08421225845813751,0.14518950879573822,3.6374175548553467,4.701352119445801,0.6218743324279785,59.582334756851196,0.03512450121343136,0.03393586724996567,0.03339320607483387,0.019792367704212666
