epoch,total,wss,physics,bc_noslip,pressure,inlet,outlet,res_mom_x,res_mom_y,res_mom_z,res_cont,nut_mean,nut_max,mu_ratio_mean,mu_ratio_max,lr,grad_norm_wss,aw_wss,grad_norm_physics,aw_physics,grad_norm_bc_noslip,aw_bc_noslip,grad_norm_pressure,aw_pressure,grad_norm_inlet,aw_inlet,grad_norm_outlet,aw_outlet
11,6732.656982421875,28.383514404296875,578655.8125,68.9290885925293,15.494824409484863,6.137153625488281,1.186531275510788,369.1307678222656,259.1451110839844,278.76758575439453,89.82341957092285,0.0010361241002101451,0.03284939378499985,1.029934674501419,1.1171051263809204,9.999970443031635e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
12,5254.6162109375,26.342056274414062,441306.34375,59.8239688873291,12.766349792480469,8.290605068206787,0.616150438785553,320.6574249267578,225.23640060424805,240.50600814819336,85.45258522033691,0.0010317590495105833,0.03232047148048878,1.0311712622642517,1.1184651851654053,9.999964824771575e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
13,4132.519775390625,24.48031520843506,338578.8125,52.14626884460449,10.62747859954834,8.711955308914185,0.7154439687728882,279.9122619628906,196.3925552368164,208.79489517211914,81.13162422180176,0.001057749061146751,0.07106839865446091,1.0324304401874542,1.1236053705215454,9.999958717969574e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
14,3266.9178466796875,22.786032676696777,263063.8203125,45.444087982177734,9.231149673461914,6.183745384216309,0.46642009913921356,247.10738372802734,172.49849319458008,182.44963455200195,76.97796058654785,0.0010620798275340348,0.07698122784495354,1.0337047278881073,1.123242735862732,9.999952122626232e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
15,2615.9521484375,21.344792366027832,207994.90625,39.67668914794922,7.769798517227173,3.6955394744873047,0.29984001070261,221.09606552124023,153.09170150756836,160.3154067993164,73.32512283325195,0.0010555570479482412,0.05771004594862461,1.0349807441234589,1.1168728470802307,9.999945038742202e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
16,2106.755126953125,20.079416275024414,164645.5,34.84466743469238,6.670047998428345,2.2749874591827393,0.2084103673696518,196.48788452148438,136.5869598388672,141.8774070739746,70.10039710998535,0.0010678396793082356,0.06974399648606777,1.0362306833267212,1.1234554648399353,9.999937466318183e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
17,1722.6598510742188,18.823912620544434,130969.6875,30.72157096862793,5.721803188323975,2.164819359779358,0.7817359864711761,174.38494873046875,122.06733512878418,125.76779556274414,66.8422679901123,0.0010590795427560806,0.08826889097690582,1.037590742111206,1.1405901908874512,9.999929405354921e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
18,1410.1639404296875,17.671685218811035,104735.33203125,27.00029945373535,4.946390628814697,1.5589073300361633,0.9843151122331619,155.37547302246094,109.83688735961914,111.8984546661377,63.74311065673828,0.0010326773044653237,0.04353571496903896,1.0389801561832428,1.1539530158042908,9.999920855853213e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
19,1156.1688232421875,16.657509326934814,84634.765625,23.644230842590332,4.363237738609314,1.1815459728240967,0.10336786136031151,138.73007583618164,99.17121505737305,100.00801849365234,60.931631088256836,0.0010337771964259446,0.0420443220064044,1.0403428971767426,1.1536102890968323,9.999911817813903e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20,981.7242126464844,15.747608184814453,69695.4140625,21.109211921691895,3.809827446937561,1.2293373942375183,0.7299054563045502,125.48335647583008,89.41083717346191,91.06702423095703,58.4080810546875,0.0010665675217751414,0.08428481593728065,1.041661113500595,1.1649088859558105,9.999902291237881e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
21,821.3848876953125,14.93705940246582,57542.19921875,18.825371742248535,3.4581363201141357,0.7051300406455994,0.08997828513383865,113.53364562988281,80.99153327941895,82.68630027770996,56.13894748687744,0.0010647675080690533,0.0721165481954813,1.0429196655750275,1.2179632782936096,9.99989227612609e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
22,707.917236328125,14.196300029754639,48333.021484375,16.676223754882812,2.9892498254776,1.1218583583831787,0.22776440158486366,103.45726013183594,74.17135429382324,75.30017852783203,54.098389625549316,0.0010376007412560284,0.03991374559700489,1.0441576838493347,1.1977954506874084,9.999881772479516e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
23,607.6887817382812,13.534697532653809,40650.365234375,15.055758476257324,2.701621651649475,0.8120034039020538,0.17169268429279327,94.83746528625488,67.65260314941406,69.60442352294922,52.338951110839844,0.001050258317263797,0.04778505489230156,1.0452682673931122,1.1770610809326172,9.999870780299197e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
24,534.1781921386719,12.9040207862854,35165.099609375,13.61172342300415,2.41122829914093,0.700788676738739,0.21463869512081146,87.20977973937988,62.90574359893799,64.50797748565674,50.60603332519531,0.0011342272628098726,0.14859755337238312,1.0464298129081726,1.1649529337882996,9.999859299586219e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
25,471.7088165283203,12.36964750289917,30374.4443359375,12.466962814331055,2.1970311403274536,0.6734031438827515,0.19814056158065796,81.06462097167969,57.98449993133545,59.739922523498535,49.0123233795166,0.0011518387182150036,0.14938411861658096,1.047617256641388,1.1894139647483826,9.999847330341712e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
26,411.0000305175781,11.908633708953857,26091.0625,11.136395931243896,1.9949437379837036,0.5453551411628723,0.11743282899260521,74.64443016052246,53.88657283782959,54.9314603805542,47.51464653015137,0.0010903006186708808,0.06694059073925018,1.0487703680992126,1.223988652229309,9.99983487256686e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
27,379.3437042236328,11.451494693756104,22866.595703125,10.303142070770264,1.8949099779129028,0.6387511193752289,1.061856597661972,69.52096748352051,50.268470764160156,51.48301315307617,46.06510925292969,0.0010528183775022626,0.03823326714336872,1.0499190986156464,1.2053709030151367,9.99982192626289e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28,331.0461120605469,11.05113410949707,20375.5185546875,9.377935886383057,1.6637153625488281,0.21364261209964752,0.34471289813518524,65.46653461456299,47.63076877593994,48.40999221801758,44.75069808959961,0.0010481099307071418,0.05751569475978613,1.050994098186493,1.207319974899292,9.999808491431083e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
29,307.29156494140625,10.682787895202637,18008.025390625,8.622132778167725,1.5399015545845032,0.20157714188098907,1.2652616798877716,60.80233097076416,44.51199817657471,45.51074504852295,43.53262710571289,0.0010391052637714893,0.042959701269865036,1.0520776510238647,1.2028207182884216,9.999794568072761e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
30,270.4167938232422,10.336411476135254,16104.5078125,7.993804216384888,1.4178563356399536,0.37670378386974335,0.09118391014635563,57.11737632751465,41.95495796203613,42.80417346954346,42.40760326385498,0.001032515661790967,0.023302706889808178,1.053050309419632,1.2270638346672058,9.999780156189303e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
31,259.1822509765625,10.002997398376465,14497.2958984375,7.3798651695251465,1.3475040793418884,1.12245012819767,0.5468322336673737,53.685577392578125,39.7230167388916,40.63371276855469,41.31423473358154,0.0010391161777079105,0.029753098264336586,1.0541002750396729,1.2430903911590576,9.999765255782128e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
32,230.03782653808594,9.719574213027954,13113.0986328125,6.86204195022583,1.2430819869041443,0.5182784795761108,0.2713577263057232,50.7449369430542,37.64402198791504,38.390493392944336,40.386685371398926,0.001058498426573351,0.060461804270744324,1.0550230741500854,1.2651477456092834,9.999749866852707e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
33,226.91513061523438,9.459261178970337,12336.24658203125,6.516496658325195,1.288437843322754,1.1212457120418549,0.45918922079727054,49.16501045227051,36.54485511779785,37.51620960235596,39.48166847229004,0.001051491330144927,0.05117928795516491,1.0558972656726837,1.2592665553092957,9.99973398940256e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
34,209.68378448486328,9.255901098251343,11253.8701171875,6.086636543273926,1.1787511706352234,0.68283911049366,0.8167104348540306,46.52937889099121,34.777737617492676,35.6280632019043,38.72492504119873,0.0010330015502404422,0.02533702552318573,1.0567318201065063,1.2501685619354248,9.999717623433253e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
35,189.95020294189453,9.056989908218384,10503.1591796875,5.724173069000244,1.2019601464271545,0.6028084754943848,0.0332427779212594,44.84606075286865,33.23344659805298,34.21616077423096,37.98097038269043,0.0010365518101025373,0.023143984377384186,1.0575944781303406,1.2580776810646057,9.999700768946403e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
36,179.71837615966797,8.853720426559448,9887.33544921875,5.413270711898804,1.0396127104759216,0.41507604718208313,0.3072001710534096,43.15469741821289,32.63990545272827,33.34457302093506,37.28839302062988,0.0010533469030633569,0.04022981505841017,1.0583089292049408,1.224795937538147,9.99968342594367e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
37,167.24880981445312,8.674641132354736,9019.64453125,5.111064195632935,1.0744527280330658,0.42452701926231384,0.20375338941812515,40.59573745727539,31.101829051971436,31.607123851776123,36.63809776306152,0.0010449465771671385,0.036525968462228775,1.058980017900467,1.2193610668182373,9.999665594426769e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
38,162.03702545166016,8.532735824584961,8595.31884765625,4.847537517547607,0.8329324424266815,0.8996423780918121,0.15101268142461777,39.5864896774292,30.30855894088745,30.793088912963867,36.046284675598145,0.0010312942031305283,0.02872643992304802,1.059684842824936,1.2345821261405945,9.999647274397459e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
39,150.84120178222656,8.3778555393219,8009.01708984375,4.604390382766724,0.858090728521347,0.396155271679163,0.3546988219022751,37.76509475708008,29.296692848205566,29.701075077056885,35.494407653808594,0.0010346337803639472,0.03291251044720411,1.0603502690792084,1.2338505387306213,9.999628465857546e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
40,148.23626708984375,8.227957725524902,7764.766357421875,4.470325946807861,0.8026310801506042,0.4644703269004822,0.474659183062613,37.364420890808105,28.869589805603027,29.16258430480957,34.90640830993652,0.001043763943016529,0.04150824248790741,1.0610178112983704,1.2463077306747437,9.99960916880889e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
41,139.78616333007812,8.088299751281738,7260.102783203125,4.197527170181274,0.8411821126937866,0.4436409920454025,0.40335024893283844,35.866909980773926,27.822718620300293,28.1471586227417,34.39748668670654,0.0010331035300623626,0.035380614921450615,1.0615831315517426,1.263147234916687,9.999589383253392e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
42,128.28583526611328,7.955062627792358,6871.322021484375,4.027384400367737,0.73053377866745,0.20175182819366455,0.17809587717056274,34.664594650268555,26.979283332824707,27.40125846862793,33.912160873413086,0.0010243325377814472,0.028215176425874233,1.0622040033340454,1.2718802094459534,9.999569109193008e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
43,129.35594177246094,7.848705768585205,6812.41259765625,3.9585152864456177,0.8241178393363953,0.33371006697416306,0.19798307865858078,34.84925842285156,27.067298412322998,27.349412441253662,33.414390563964844,0.0010320161236450076,0.03986901883035898,1.0628776848316193,1.302363097667694,9.999548346629737e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
44,119.10419082641602,7.734268426895142,6314.4541015625,3.689661383628845,0.6788320243358612,0.42147397994995117,0.00859080906957388,32.91935157775879,25.838271141052246,26.17668914794922,32.94450664520264,0.0010381477477494627,0.038605631329119205,1.0634172558784485,1.290924847126007,9.999527095565628e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
45,120.53300476074219,7.603860139846802,6146.62109375,3.642775535583496,0.877201110124588,0.5453250557184219,0.057007540948688984,32.749327659606934,25.481194496154785,25.90953254699707,32.509109020233154,0.0010293910163454711,0.029191200621426105,1.0639544129371643,1.2816463708877563,9.999505356002779e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
46,123.3344612121582,7.507167816162109,6054.49755859375,3.6117167472839355,0.6368836462497711,1.0970711708068848,0.15857376158237457,32.573383808135986,25.22342014312744,25.93881607055664,32.05847406387329,0.0010275010135956109,0.026067096274346113,1.0645273625850677,1.3014378547668457,9.999483127943336e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
47,124.704833984375,7.4344727993011475,5959.594482421875,3.5235536098480225,0.8652132749557495,1.2008628249168396,0.15383147541433573,32.49385643005371,25.249144554138184,25.720072269439697,31.670551776885986,0.0010389078815933317,0.03962767496705055,1.0650358498096466,1.3200483322143555,9.99946041138949e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
48,115.04480743408203,7.345251798629761,5504.454833984375,3.25352942943573,0.7598966956138611,0.9531424939632416,0.2749508209526539,30.484217166900635,23.871235370635986,24.611335277557373,31.3468656539917,0.001037383044604212,0.045137747190892696,1.0654458701610565,1.2862011194229126,9.999437206343488e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
49,115.06609344482422,7.2446770668029785,5666.776123046875,3.405858874320984,0.5311442017555237,0.9772254824638367,0.17715011164546013,31.802967071533203,24.168752670288086,25.344642162322998,31.025033950805664,0.001027937832986936,0.03645932208746672,1.0657998621463776,1.3163962364196777,9.999413512807617e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
50,106.23434448242188,7.171241283416748,5242.73291015625,3.1494306325912476,0.5934875905513763,0.8205161988735199,0.07615874614566565,29.913366317749023,23.254276752471924,24.109095096588135,30.660179138183594,0.0010302590962965041,0.032023330219089985,1.066230982542038,1.3452030420303345,9.999389330784216e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
51,106.2577133178711,7.1308581829071045,5338.453125,3.1969836950302124,0.5245975255966187,0.6568101197481155,0.17186486721038818,30.572216510772705,23.414847373962402,24.603981018066406,30.37332248687744,0.0010403502092231065,0.03496629185974598,1.0666392147541046,1.3097622394561768,9.999364660275672e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
52,94.90059661865234,7.067124605178833,4837.321533203125,2.8563202619552612,0.492670014500618,0.3564108908176422,0.2166461767628789,28.17442512512207,22.24356985092163,22.91321611404419,30.141205310821533,0.001037537178490311,0.027907976880669594,1.0669821500778198,1.2910119891166687,9.99933950128442e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
53,97.04838562011719,6.984742164611816,4890.623291015625,2.9223437309265137,0.5147968828678131,0.5321655571460724,0.12245003879070282,28.881165027618408,22.2936692237854,23.270972728729248,29.87629270553589,0.0010292225633747876,0.025286360643804073,1.0672764778137207,1.2977963089942932,9.999313853812943e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
54,94.50760650634766,6.932401418685913,4603.701171875,2.7750346660614014,0.5295384973287582,0.39161596447229385,0.43364710919559,27.491958141326904,21.693376541137695,22.37967872619629,29.584065914154053,0.0010313046805094928,0.030375264585018158,1.067716896533966,1.3068825006484985,9.999287717863772e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
55,90.44776916503906,6.893558502197266,4566.31787109375,2.731663227081299,0.6711324453353882,0.3491521626710892,0.013177495216950774,27.521315574645996,21.618616104125977,22.23561382293701,29.334092617034912,0.0010397847509011626,0.04438015539199114,1.0681009888648987,1.3091070055961609,9.999261093439487e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
56,91.0201301574707,6.826804161071777,4421.4158935546875,2.637993812561035,0.5161514133214951,0.5541445538401604,0.26564833521842957,26.849432468414307,21.190799713134766,21.871967792510986,29.11208486557007,0.001036378787830472,0.031064019538462162,1.0683199167251587,1.30293470621109,9.999233980542715e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
57,85.4415168762207,6.768690347671509,4253.736083984375,2.555150032043457,0.7891550064086914,0.19699814170598984,0.0482643258292228,26.257663249969482,20.776976108551025,21.376259803771973,28.863885402679443,0.0010361347522120923,0.02432171395048499,1.0686986446380615,1.3010113835334778,9.999206379176132e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
58,91.3714485168457,6.728561639785767,4346.319091796875,2.640270948410034,0.4905303865671158,0.747233659029007,0.21595823764801025,26.91144323348999,21.034039974212646,21.77262544631958,28.58684206008911,0.0010385926289018244,0.02551598846912384,1.0691122114658356,1.3040868043899536,9.999178289342462e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
59,85.38119506835938,6.668513059616089,4072.22900390625,2.4384413957595825,0.758009284734726,0.24607202410697937,0.3325441926717758,25.535433292388916,20.48601531982422,20.79617214202881,28.361377239227295,0.0010436697921250015,0.036461228504776955,1.0693984031677246,1.3076274991035461,9.999149711044478e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
60,86.89751052856445,6.60526967048645,4250.869140625,2.5666732788085938,0.4302622377872467,0.6498123705387115,0.10763426870107651,26.765092372894287,20.841707229614258,21.59363031387329,28.175536155700684,0.0010452854621689767,0.040512542240321636,1.0696719288825989,1.2977327108383179,9.999120644285001e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
61,82.35653305053711,6.565162658691406,3915.238037109375,2.364716410636902,0.6358700692653656,0.16019931435585022,0.47913551330566406,25.07243061065674,19.92784833908081,20.531197547912598,27.947720527648926,0.0010383153276052326,0.028020112309604883,1.0700507164001465,1.305877149105072,9.999091089066899e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
62,83.30231094360352,6.533601999282837,4034.0101318359375,2.4648925065994263,0.44684287905693054,0.6627635657787323,0.04438476264476776,25.85485029220581,20.51985263824463,20.850375652313232,27.705024242401123,0.0010378279839642346,0.02494646329432726,1.070373296737671,1.3191255331039429,9.999061045393088e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
63,79.86970138549805,6.4780662059783936,3755.8817138671875,2.256144881248474,0.6215420365333557,0.1915864497423172,0.4900362640619278,24.399352550506592,19.776516914367676,19.86842107772827,27.488738536834717,0.0010449528053868562,0.03238514345139265,1.070658951997757,1.3154258131980896,9.999030513266536e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
64,77.60869979858398,6.423804044723511,3836.2276611328125,2.3054927587509155,0.41738463938236237,0.5307752788066864,0.004639356164261699,25.072448253631592,20.04293918609619,20.207109451293945,27.30959939956665,0.001047017314704135,0.03759300708770752,1.0709337294101715,1.2922815084457397,9.998999492690252e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
65,75.717529296875,6.391611814498901,3588.723876953125,2.1599470376968384,0.695505291223526,0.17317752540111542,0.29126453399658203,23.748509883880615,19.209877967834473,19.48966932296753,27.097631454467773,0.0010411931725684553,0.033211005851626396,1.0713036954402924,1.2956527471542358,9.998967983667302e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
66,74.17345809936523,6.350098133087158,3626.5203857421875,2.191452920436859,0.44623759388923645,0.46146445721387863,0.03268491569906473,23.9621844291687,19.619327068328857,19.431598663330078,26.881210803985596,0.0010390682728029788,0.034967987798154354,1.0715974569320679,1.3088436126708984,9.998935986200793e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
67,73.04632949829102,6.291599273681641,3395.1192626953125,2.0278217792510986,0.8332296013832092,0.1567186638712883,0.23861057311296463,22.751367568969727,18.709128379821777,18.829104900360107,26.663408756256104,0.0010437027085572481,0.03742092661559582,1.07188481092453,1.310305893421173,9.998903500293886e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68,71.47092819213867,6.252229928970337,3456.1807861328125,2.081504225730896,0.41712813079357147,0.4779636859893799,0.06512650288641453,23.395747184753418,19.03296661376953,19.06597900390625,26.466851711273193,0.0010499841009732336,0.034539973363280296,1.0722474455833435,1.3074318766593933,9.998870525949785e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
69,70.19545364379883,6.2110207080841064,3228.66259765625,1.9397271275520325,0.8286184668540955,0.1388377621769905,0.23863060772418976,22.08317470550537,18.01289129257202,18.466379642486572,26.258103847503662,0.0010491929424460977,0.02898153942078352,1.072556585073471,1.3061918020248413,9.998837063171743e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
70,67.04591178894043,6.164616346359253,3223.470458984375,1.9590100646018982,0.40916143357753754,0.3733096718788147,0.09920948272338137,22.132469654083252,18.275519371032715,18.340500831604004,26.03667688369751,0.0010480075725354254,0.030779371969401836,1.0728619992733002,1.3091511130332947,9.998803111963065e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
71,68.90718078613281,6.126887321472168,3090.927978515625,1.816819965839386,0.7407705783843994,0.2998153939843178,0.3057284727692604,21.512778759002686,17.619128227233887,18.008285522460938,25.835777759552002,0.0010507857368793339,0.036721267737448215,1.0732516944408417,1.3071218729019165,9.998768672327103e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
72,59.93912315368652,6.082922697067261,3011.15966796875,1.7900685667991638,0.37920814752578735,0.12135142087936401,0.05986548645887524,21.17931842803955,17.34697437286377,17.822144031524658,25.62483263015747,0.0010504999954719096,0.03558288188651204,1.073546588420868,1.3065596222877502,9.998733744267252e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
73,68.41689682006836,6.030738353729248,3041.8946533203125,1.8523260951042175,0.47790496051311493,0.7208470404148102,0.12167529761791229,21.57882785797119,17.49123477935791,17.977534294128418,25.3789005279541,0.0010468805558048189,0.02823036815971136,1.0738150477409363,1.314484179019928,9.998698327786962e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
74,61.057186126708984,5.990336656570435,2945.5517578125,1.7448228001594543,0.3590235561132431,0.33547867834568024,0.09783903881907463,21.176708221435547,17.178373336791992,17.667718410491943,25.167695999145508,0.001045764540322125,0.02890453115105629,1.0742615759372711,1.2987767457962036,9.998662422889729e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
75,62.61002159118652,5.9487464427948,2916.7598876953125,1.7230970859527588,0.40575194358825684,0.5190387070178986,0.07751351408660412,20.987377166748047,17.066851139068604,17.69069766998291,24.970948219299316,0.0010516084439586848,0.03448474779725075,1.0745896100997925,1.3302009105682373,9.998626029579096e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
76,59.521514892578125,5.898534774780273,2827.253662109375,1.678969144821167,0.3043668419122696,0.44030027836561203,0.08744194731116295,20.53427219390869,16.90816068649292,17.3265061378479,24.749921321868896,0.0010521137155592442,0.03902563452720642,1.074872612953186,1.3357093334197998,9.998589147858653e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
77,60.129228591918945,5.859355926513672,2807.071044921875,1.678675353527069,0.4043896794319153,0.3762782961130142,0.13660166412591934,20.67774534225464,16.76907205581665,17.27835178375244,24.538265228271484,0.001043929543811828,0.030006064102053642,1.0752351880073547,1.3004618287086487,9.998551777732042e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
