phase,epoch,dataset,loss_total,loss_wss,loss_physics,loss_bc_noslip,loss_pressure,loss_inlet,loss_outlet,wss_relative_l2,wss_correlation,wss_mae,wss_rmse,residual_momentum_x,residual_momentum_y,residual_momentum_z,residual_continuity
systolic,9686,train,2.1791629791259766,0.5517337322235107,0.05310428887605667,0.6009888052940369,0.00549282506108284,0.0019288473995402455,1.631619738873269e-06,0.32538020610809326,0.9443467259407043,0.18848906457424164,0.4288487434387207,0.0890783965587616,0.08811823278665543,0.08345575630664825,0.06144977733492851
diastolic,9686,train,1.6334325075149536,0.0823746994137764,0.013807587325572968,0.12500838935375214,0.001397203654050827,0.0001499909267295152,5.780781293651671e-07,0.32237449288368225,0.9407436847686768,0.0987938791513443,0.16570524871349335,0.044082680717110634,0.04412378929555416,0.04290899820625782,0.026908571831882
